name,team,cmppct,tdpct,intpct,skpct,pacr,adjepacpoe,epaatt,anyatt,passrtg,year,mvp
Jason Campbell,WAS,62.25296443,2.56916996,1.185770751,6.985294118,0.975060096,0.053261043,0.001185982,5.457720588,84.30500659,2008,0
Kyle Orton,CHI,58.58369099,4.077253219,2.575107296,5.476673428,0.80491759,0.028975242,-0.047227666,5.393509128,80.40057225,2008,0
Dan Orlovsky,DET,56.07843137,3.137254902,3.137254902,5.204460967,0.620583717,0.030838353,-0.068158277,4.910780669,72.60620915,2008,0
Derek Anderson,CLE,50.17667845,3.180212014,2.826855124,5.033557047,0.735763098,-0.024784431,-0.088396463,4.513422819,66.49734982,2008,0
Matt Cassel,NE,63.32046332,4.054054054,2.123552124,7.829181495,0.94546851,0.120303936,0.147292139,6.048042705,89.22136422,2008,0
Ryan Fitzpatrick,CIN,59.40860215,2.150537634,2.419354839,9.268292683,0.696781273,0.005779444,-0.206784735,3.57804878,70.015681,2008,0
Jay Cutler,DEN,62.33766234,4.058441558,2.922077922,1.754385965,0.824676508,0.122806427,0.207188513,6.612440191,85.99161255,2008,0
Tarvaris Jackson,MIN,55.97826087,4.891304348,1.630434783,7.537688442,0.742544127,0.071218238,-0.030520353,5.814070352,85.86956522,2008,0
JaMarcus Russell,LV,53.95095368,3.542234332,2.179836512,7.556675063,0.668967421,-0.001055597,-0.158805351,5.347607053,77.27633969,2008,0
Trent Edwards,BUF,65.50802139,2.941176471,2.673796791,5.793450882,0.986116186,0.083748007,0.027843586,5.858942065,85.40552585,2008,0
Tyler Thigpen,KC,54.76190476,4.285714286,2.857142857,5.829596413,0.726664809,0.030122691,-0.041346036,5.080717489,75.97222222,2008,0
Matt Ryan,ATL,61.39240506,3.797468354,2.742616034,4.048582996,0.844315545,0.119080841,0.172836594,6.682186235,86.46272855,2008,0
Joe Flacco,BAL,57.65407555,2.982107356,2.982107356,6.67903525,0.734482759,0.037392982,-0.043721243,5.083487941,75.87392313,2008,0
Todd Collins,WAS,61.93548387,4.516129032,1.290322581,6.060606061,0.949013158,0.102844227,0.070734431,6.878787879,94.39516129,2007,0
Daunte Culpepper,LV,58.37837838,2.702702703,2.702702703,10.19417476,0.878627968,0.044402861,0.002377174,5.199029126,78.47972973,2007,0
Trent Dilfer,SF,51.59817352,3.196347032,5.479452055,10.97560976,0.623863028,-0.006380506,-0.404901784,2.37398374,55.08942161,2007,0
Brett Favre,GB,66.27318718,5.564924115,2.866779089,2.6272578,0.99455219,0.147866476,0.220923525,7.169129721,95.98440135,2007,0
Gus Frerotte,LA,56.28742515,4.191616766,7.185628743,6.179775281,0.673754153,0.002171312,-0.292453274,3.117977528,58.32085828,2007,0
Jeff Garcia,TB,63.38797814,3.825136612,1.639344262,5.18134715,0.952158273,0.111983068,0.133627536,6.601036269,90.96083789,2007,0
Trent Green,MIA,60.28368794,3.546099291,4.964539007,4.72972973,0.835025381,0.062866009,-0.020672367,4.858108108,72.62115839,2007,0
Brian Griese,CHI,61.45038168,3.816793893,4.580152672,5.415162455,0.929381443,0.053477017,0.001132905,4.870036101,75.6043257,2007,0
Matt Hasselbeck,SEA,62.36044657,4.784688995,2.232854864,5.429864253,0.845176199,0.090800803,0.096722106,6.230769231,89.86244019,2007,0
Damon Huard,KC,62.04819277,3.313253012,3.915662651,10.02710027,0.843423019,0.046102281,-0.079237221,4.485094851,76.84487952,2007,0
Jon Kitna,DET,63.16725979,3.202846975,3.736654804,7.868852459,0.848497496,0.051267908,-0.039654922,5.183606557,79.97479241,2007,0
Peyton Manning,IND,65.71936057,6.039076377,2.841918295,3.595890411,0.915121549,0.178150574,0.297481347,7.325342466,98.01287744,2007,0
Donovan McNabb,PHI,61.52219873,4.22832981,1.479915433,8.510638298,0.914442916,0.080921398,0.075243596,6.154738878,90.5611346,2007,0
Steve McNair,BAL,64.87804878,0.975609756,1.951219512,5.092592593,0.978891821,0.042807732,-0.176740111,4.111111111,73.89227642,2007,0
Vinny Testaverde,CAR,54.65116279,2.906976744,3.488372093,4.972375691,0.74344718,-0.024105525,-0.161559388,3.977900552,65.45542636,2007,0
Kurt Warner,ARI,62.38938053,5.973451327,3.761061947,4.237288136,0.894515875,0.105727436,0.104221562,6.449152542,89.74004425,2007,0
Chad Pennington,NYJ,68.84615385,3.846153846,3.461538462,9.090909091,0.922675026,0.097189094,-0.009497844,4.835664336,86.15384615,2007,0
Tom Brady,NE,69.1411936,8.151382824,1.601164483,4.05027933,1.007085756,0.223843845,0.389183735,8.363128492,113.8191412,2007,1
Marc Bulger,LA,58.46560847,2.91005291,3.968253968,8.915662651,0.725288053,0.017821657,-0.126822632,4.019277108,70.33730159,2007,0
Chris Redman,ATL,59.73154362,6.711409396,3.355704698,5.696202532,0.993554328,0.019732427,-0.076659929,6.348101266,90.42225951,2007,0
A.J. Feeley,PHI,57.2815534,4.854368932,7.766990291,2.830188679,0.681681682,0.052458095,-0.071228093,3.877358491,61.18527508,2007,0
Sage Rosenfels,HOU,64.16666667,6.25,5,2.43902439,0.87253886,0.106868124,0.129286463,5.674796748,84.79166667,2007,0
Drew Brees,NO,67.48466258,4.294478528,2.760736196,2.248875562,0.98049213,0.109253383,0.079759245,6.106446777,89.39800613,2007,0
Cleo Lemon,MIA,55.98705502,1.941747573,1.941747573,6.927710843,0.688543689,0.021441183,-0.054147393,4.445783133,71.02885653,2007,0
David Carr,CAR,53.67647059,2.205882353,3.676470588,8.724832215,0.58203483,-0.01003867,-0.221898236,2.657718121,58.30269608,2007,0
Quinn Gray,JAX,55.55555556,6.944444444,3.472222222,6.493506494,0.643603133,0.101139892,0.166610317,5.798701299,85.59027778,2007,0
Joey Harrington,ATL,61.7816092,2.011494253,2.298850575,8.421052632,0.936971235,0.007222573,-0.109289313,4.744736842,77.21503831,2007,0
Josh McCown,LV,58.11518325,5.235602094,5.759162304,7.281553398,0.701401584,0.019212472,-0.124716184,3.67961165,69.07722513,2007,0
David Garrard,JAX,63.06068602,5.540897098,1.583113456,6.188118812,0.840608845,0.166330203,0.22956732,7.26980198,98.68623571,2007,0
Carson Palmer,CIN,64.86956522,4.52173913,3.47826087,2.871621622,0.819281889,0.127158811,0.104695977,6.133445946,86.64855072,2007,0
Tony Romo,DAL,63.48920863,6.654676259,3.597122302,4.631217839,0.940323956,0.165744914,0.256728098,6.955403087,95.24880096,2007,0
Rex Grossman,CHI,54.22222222,1.777777778,3.111111111,10,0.711189516,-0.001785127,-0.223542277,3.912,66.36111111,2007,0
Kyle Boller,BAL,61.09090909,3.272727273,3.636363636,8.026755853,0.685950413,0.052960774,-0.120301331,4.394648829,75.15909091,2007,0
Matt Schaub,HOU,66.43598616,3.114186851,3.114186851,5.245901639,0.95240119,0.106550607,0.029295824,6.196721311,87.161188,2007,0
Eli Manning,NYG,57.0324575,4.482225657,3.245749614,5.270863836,0.726563854,0.037819714,-0.03073062,5.218155198,78.0300103,2007,0
Luke McCown,TB,67.62589928,3.597122302,2.158273381,9.74025974,1.291933419,0.073273276,-0.014447345,5.649350649,91.68165468,2007,0
J.P. Losman,BUF,63.42857143,2.285714286,3.428571429,7.407407407,0.855721393,0.033621775,-0.145003071,4.82010582,76.94047619,2007,0
Ben Roethlisberger,PIT,65.77181208,7.606263982,3.131991051,10.6,0.824876092,0.157479981,0.174202769,6.316,101.7757271,2007,0
Philip Rivers,LAC,60.25641026,4.578754579,3.47985348,4.210526316,0.810715763,0.091680154,0.10084789,5.942105263,82.96703297,2007,0
Alex Smith,SF,48.70466321,1.03626943,2.07253886,8.095238095,0.502473887,-0.031340017,-0.376398859,3.10952381,57.22150259,2007,0
Jason Campbell,WAS,59.95203837,2.877697842,2.637889688,4.576659039,0.755244755,0.072163696,0.040815808,5.343249428,77.62290168,2007,0
Derek Anderson,CLE,56.54648956,5.5028463,3.605313093,2.58780037,0.893135173,0.079369137,0.084743964,6.288354898,82.45967742,2007,0
Vince Young,TEN,61.80048662,2.189781022,4.379562044,6.378132118,0.738376891,0.051537337,-0.041800765,4.300683371,69.84489051,2007,0
Matt Leinart,ARI,53.57142857,1.785714286,3.571428571,3.448275862,0.704026115,-0.01395282,-0.095655796,4.172413793,61.86755952,2007,0
Jay Cutler,DEN,63.59743041,4.282655246,2.997858672,5.465587045,0.908547675,0.099351007,0.120497678,6.303643725,88.0665596,2007,0
Kellen Clemens,NYJ,52,2,4,9.747292419,0.69279565,-0.00662619,-0.201365603,3.758122744,60.9,2007,0
Tarvaris Jackson,MIN,58.16326531,3.06122449,4.081632653,6.07028754,0.733307751,0.058091228,-0.025102416,4.731629393,70.83333333,2007,0
Brodie Croyle,KC,56.69642857,2.678571429,2.678571429,6.666666667,0.767834793,-0.001827733,-0.148418457,4.079166667,69.921875,2007,0
John Beck,MIA,56.07476636,0.934579439,2.803738318,8.547008547,0.704918033,0.001224637,-0.38810389,3.205128205,62.01323988,2007,0
Trent Edwards,BUF,56.133829,2.602230483,2.973977695,4.270462633,0.841073271,0.006442198,-0.155848753,4.644128114,70.39188352,2007,0
Matt Moore,CAR,56.75675676,2.702702703,4.504504505,5.128205128,0.626072041,0.022256615,0.001545215,4.487179487,67.02327327,2007,0
